date_count,street_name,total_count
2015-05,CLAIREMONT MESA BOULEVARD,30778
2019-05,CLAIREMONT MESA BOULEVARD,11300
2007-10,CLAIREMONT MESA BOULEVARD,15700
2010-11,CLAIREMONT MESA BOULEVARD,20545
2014-03,CLAIREMONT MESA BOULEVARD,17853
2018-04,CLAIREMONT MESA BOULEVARD,17758
2019-03,CLAIREMONT MESA BOULEVARD,23554
2006-09,CLAIREMONT MESA BOULEVARD,71120
2008-10,CLAIREMONT MESA BOULEVARD,52540
2009-09,CLAIREMONT MESA BOULEVARD,61370
2016-09,CLAIREMONT MESA BOULEVARD,50578
2015-10,CLAIREMONT MESA BOULEVARD,28683
2007-03,CLEVELAND AVENUE,6740
2010-03,CLEVELAND AVENUE,7775
2013-02,CLEVELAND AVENUE,6221
2021-03,CLEVELAND AVENUE,3327
2015-09,CLEVELAND AVENUE,6198
2006-03,CLEVELAND AVENUE,4740
2009-03,CLEVELAND AVENUE,4790
2016-03,CLEVELAND AVENUE,3662
2020-03,CLEVELAND AVENUE,3439
2010-10,CLEVELAND AVENUE,2620
2013-11,CLEVELAND AVENUE,2432
2007-03,CLEVELAND AVENUE,5490
2010-03,CLEVELAND AVENUE,7355
2013-02,CLEVELAND AVENUE,5186
2021-03,CLEVELAND AVENUE,3668
2006-03,CLEVELAND AVENUE,4880
2009-03,CLEVELAND AVENUE,4865
2012-03,CLEVELAND AVENUE,4788
2015-05,CLEVELAND AVENUE,2666
2016-03,CLEVELAND AVENUE,4994
2020-03,CLEVELAND AVENUE,5270
2006-06,CLIFFRIDGE AVENUE,580
2009-06,CLIFFRIDGE AVENUE,590
2012-05,CLIFFRIDGE AVENUE,596
2015-06,CLIFFRIDGE AVENUE,599
2006-06,CLIFFRIDGE AVENUE,0
2019-12,CLOUDCREST DRIVE,2121
2021-05,CLOUDCREST DRIVE,1941
2014-09,CLOUDCREST DRIVE,2464
2011-11,CLOVERDALE ROAD,5110
2015-03,CLOVERDALE ROAD,5721
2006-07,COAST BOULEVARD,7360
2009-07,COAST BOULEVARD,3110
2012-06,COAST BOULEVARD,1802
2015-06,COAST BOULEVARD,2135
2016-07,COAST BOULEVARD,1289
2006-09,COAST BOULEVARD,0
2009-09,COAST BOULEVARD,2800
2012-07,COAST BOULEVARD,2845
2012-08,COLE STREET,3550
2008-01,COLE STREET,4180
2011-01,COLE STREET,4290
2011-06,COLE STREET,3605
2014-05,COLE STREET,4081
2019-12,COLIMA STREET,900
2006-08,COLIMA STREET,0
2009-08,COLIMA STREET,815
2012-07,COLIMA STREET,818
2016-05,COLIMA STREET,1350
2019-12,COLINA DORADA DRIVE,1681
2019-11,COLLEGE AVENUE,21910
2005-05,COLLEGE AVENUE,23270
2007-04,COLLEGE AVENUE,29450
2010-04,COLLEGE AVENUE,28160
2013-03,COLLEGE AVENUE,27230
2018-04,COLLEGE AVENUE,24448
2018-05,COLLEGE AVENUE,24818
2021-06,COLLEGE AVENUE,21354
2021-07,COLLEGE AVENUE,28353
2021-07,COLLEGE AVENUE,24581
2021-06,COLLEGE AVENUE,21646
2018-04,COLLEGE AVENUE,22766
2007-04,COLLEGE AVENUE,35930
2010-04,COLLEGE AVENUE,30305
2013-04,COLLEGE AVENUE,28127
2011-11,COLLEGE AVENUE,30655
2005-07,COLLEGE AVENUE,18000
2012-09,COLLEGE AVENUE,23772
2007-04,COLLEGE AVENUE,32250
2010-04,COLLEGE AVENUE,34130
2010-11,COLLEGE AVENUE,28500
2013-03,COLLEGE AVENUE,31002
2014-01,COLLEGE AVENUE,35944
2018-04,COLLEGE AVENUE,29167
2021-06,COLLEGE AVENUE,27496
2011-11,COLLEGE AVENUE,32820
2014-01,COLLEGE AVENUE,16715
2014-05,COLLEGE AVENUE,24057
2022-04,COLLEGE AVENUE,35326
2005-04,COLLEGE AVENUE,33760
2008-06,COLLEGE AVENUE,38630
2011-06,COLLEGE AVENUE,38735
2018-04,COLLEGE AVENUE,36423
2021-07,COLLEGE AVENUE,27387
2009-04,COLLEGE AVENUE,24125
2012-03,COLLEGE AVENUE,22884
2015-05,COLLEGE AVENUE,31082
2005-05,COLLEGE AVENUE,20940
2008-05,COLLEGE AVENUE,20000
2011-06,COLLEGE AVENUE,21170
2014-05,COLLEGE AVENUE,20363
2018-05,COLLEGE AVENUE,22129
2014-01,COLLEGE AVENUE,19992
2014-05,COLLEGE AVENUE,20068
2019-09,COLLEGE AVENUE,23629
2010-11,COLLEGE AVENUE,22604
2010-03,COLLEGE AVENUE,29770
2013-03,COLLEGE AVENUE,29251
2015-05,COLLEGE AVENUE,28872
2009-04,COLLEGE AVENUE,26505
2012-03,COLLEGE AVENUE,24949
2019-11,COLLEGE AVENUE,16844
2005-05,COLLEGE AVENUE,19930
2007-04,COLLEGE AVENUE,18780
2010-04,COLLEGE AVENUE,20125
2013-03,COLLEGE AVENUE,20051
2018-04,COLLEGE AVENUE,20878
2018-05,COLLEGE AVENUE,21423
2021-06,COLLEGE AVENUE,20940
2010-11,COLLEGE AVENUE,23579
2007-04,COLLEGE AVENUE,28990
2010-04,COLLEGE AVENUE,37925
2013-03,COLLEGE AVENUE,37348
2018-04,COLLEGE AVENUE,36313
2021-06,COLLEGE AVENUE,17934
2006-05,COLLEGE AVENUE,25000
2006-05,COLLEGE AVENUE,25005
2009-05,COLLEGE AVENUE,23120
2012-05,COLLEGE AVENUE,24519
2015-06,COLLEGE AVENUE,22910
2015-10,COLLEGE AVENUE,21354
2016-05,COLLEGE AVENUE,24550
2015-10,COLLEGE AVENUE,23054
2006-06,COLLEGE GROVE DRIVE,0
2011-06,COLLEGE GROVE DRIVE,8610
2014-05,COLLEGE GROVE DRIVE,9104
2005-04,COLLEGE GROVE DRIVE,10140
2006-05,COLLEGE GROVE DRIVE,10220
2006-05,COLLEGE GROVE DRIVE,10224
2008-06,COLLEGE GROVE DRIVE,9500
2009-05,COLLEGE GROVE DRIVE,9540
2012-04,COLLEGE GROVE DRIVE,8859
2015-05,COLLEGE GROVE DRIVE,8878
2016-05,COLLEGE GROVE DRIVE,10248
2018-04,COLLEGE GROVE DRIVE,10305
2010-03,COLLEGE GROVE DRIVE,13365
2013-03,COLLEGE GROVE DRIVE,13522
2005-04,COLLEGE GROVE DRIVE,4610
2010-03,COLLEGE GROVE DRIVE,4760
2013-03,COLLEGE GROVE DRIVE,4781
2005-04,COLLEGE GROVE DRIVE,13310
2008-05,COLLEGE GROVE DRIVE,10960
2011-06,COLLEGE GROVE DRIVE,8880
2014-05,COLLEGE GROVE DRIVE,11327
2018-04,COLLEGE GROVE DRIVE,11164
2007-04,COLLEGE GROVE DRIVE,8730
2010-04,COLLEGE GROVE DRIVE,8890
2013-04,COLLEGE GROVE DRIVE,8928
2018-04,COLLEGE GROVE DRIVE,10060
2018-04,COLLEGE GROVE WAY,4670
2007-04,COLLEGE GROVE WAY,7270
2010-04,COLLEGE GROVE WAY,7840
2013-04,COLLEGE GROVE WAY,6581
2018-04,COLLEGE GROVE WAY,9382
2007-06,COLLURA STREET,870
2010-06,COLLURA STREET,525
2013-10,COLLURA STREET,526
2010-10,COLLWOOD BOULEVARD,21615
2013-12,COLLWOOD BOULEVARD,19444
2011-05,COLLWOOD BOULEVARD,21440
2012-09,COLLWOOD BOULEVARD,24178
2014-05,COLLWOOD BOULEVARD,19988
2005-05,COLLWOOD BOULEVARD,28960
2008-05,COLLWOOD BOULEVARD,29040
2011-06,COLLWOOD BOULEVARD,22935
2014-05,COLLWOOD BOULEVARD,23225
2018-05,COLLWOOD BOULEVARD,22693
2010-10,COLUMBIA STREET,6515
2013-12,COLUMBIA STREET,4815
2011-06,COLUMBIA STREET,8455
2014-05,COLUMBIA STREET,5751
2011-06,COLUMBIA STREET,5760
2014-05,COLUMBIA STREET,5333
2010-10,COLUMBIA STREET,5130
2013-12,COLUMBIA STREET,3151
2006-03,COLUMBIA STREET,3770
2009-03,COLUMBIA STREET,3170
2012-03,COLUMBIA STREET,3180
2015-05,COLUMBIA STREET,3340
2016-03,COLUMBIA STREET,3117
2020-03,COLUMBIA STREET,3321
2007-03,COLUMBIA STREET,5760
2012-08,COLUMBIA STREET,6309
2021-03,COLUMBIA STREET,4448
2022-03,COLUMBIA STREET,684
2005-03,COLUMBIA STREET,3420
2008-03,COLUMBIA STREET,3410
2011-06,COLUMBIA STREET,3380
2014-05,COLUMBIA STREET,3650
2018-03,COLUMBIA STREET,3724
2019-08,COMMERCE AVENUE,6602
2022-08,COMMERCE AVENUE,4258
2021-07,COMMERCE AVENUE,3480
2005-08,COMMERCE AVENUE,6570
2008-08,COMMERCE AVENUE,46180
2011-08,COMMERCE AVENUE,46015
2014-05,COMMERCE AVENUE,4200
2015-08,COMMERCE AVENUE,4456
2011-06,COMMERCIAL STREET,1360
2014-05,COMMERCIAL STREET,2937
2019-12,COMMONWEALTH AVENUE,1578
2015-01,COMMONWEALTH AVENUE,1436
2015-03,COMSTOCK STREET,1347
2006-11,COMSTOCK STREET,5020
2009-11,COMSTOCK STREET,4740
2016-11,COMSTOCK STREET,4869
2019-12,COMSTOCK STREET,920
2019-11,COMSTOCK STREET,4076
2005-11,COMSTOCK STREET,6960
2008-10,COMSTOCK STREET,6635
2011-10,COMSTOCK STREET,4935
2014-05,COMSTOCK STREET,4945
2015-11,COMSTOCK STREET,4086
2010-11,CONESTOGA WAY,1445
2011-02,CONESTOGA WAY,1370
2014-01,CONESTOGA WAY,812
2014-05,CONESTOGA WAY,960
2006-05,CONFERENCE WAY,8460
2009-05,CONFERENCE WAY,9135
2012-05,CONFERENCE WAY,7848
2015-07,CONFERENCE WAY,10410
2006-05,CONFERENCE WAY,5370
2009-05,CONFERENCE WAY,5385
2012-05,CONFERENCE WAY,4093
2015-07,CONFERENCE WAY,5947
2011-05,CONGRESS STREET,7755
2014-06,CONGRESS STREET,8518
2022-06,CONGRESS STREET,2545
2005-06,CONGRESS STREET,5240
2010-10,CONGRESS STREET,4280
2014-03,CONGRESS STREET,3372
2011-05,CONGRESS STREET,4380
2015-02,CONGRESS STREET,4746
2011-05,CONGRESS STREET,4225
2014-06,CONGRESS STREET,5334
2009-07,CONVOY COURT,22830
2012-06,CONVOY COURT,23450
2019-01,CONVOY COURT,8218
2006-09,CONVOY COURT,8260
2009-09,CONVOY COURT,9050
2012-07,CONVOY COURT,9004
2016-09,CONVOY COURT,7679
2006-09,CONVOY COURT,5050
2009-09,CONVOY COURT,5970
2012-07,CONVOY COURT,4371
2005-11,CONVOY COURT,5250
2008-09,CONVOY COURT,4860
2011-09,CONVOY COURT,4555
2014-04,CONVOY COURT,5118
2015-11,CONVOY COURT,5373
2019-11,CONVOY COURT,5596
2018-12,CONVOY STREET,24316
2010-10,CONVOY STREET,29980
2014-01,CONVOY STREET,23814
2005-11,CONVOY STREET,28240
2008-09,CONVOY STREET,26750
2009-07,CONVOY STREET,27590
2012-07,CONVOY STREET,28217
2015-11,CONVOY STREET,26552
2019-11,CONVOY STREET,28301
2015-06,CONVOY STREET,22326
2006-10,CONVOY STREET,18630
2009-10,CONVOY STREET,16460
2016-10,CONVOY STREET,20305
2015-10,CONVOY STREET,18124
2005-11,CONVOY STREET,28060
2008-09,CONVOY STREET,23410
2011-09,CONVOY STREET,18710
2014-04,CONVOY STREET,18708
2015-11,CONVOY STREET,24749
2019-11,CONVOY STREET,21741
2005-11,CONVOY STREET,24270
2008-09,CONVOY STREET,23680
2011-09,CONVOY STREET,22260
2014-04,CONVOY STREET,22053
2015-11,CONVOY STREET,20384
2019-11,CONVOY STREET,22633
2007-10,CONVOY STREET,25480
2010-09,CONVOY STREET,26540
2014-01,CONVOY STREET,22621
2006-09,CONVOY STREET,25150
2009-09,CONVOY STREET,21950
2012-07,CONVOY STREET,22088
2015-10,CONVOY STREET,19836
2016-09,CONVOY STREET,20980
2007-11,CONVOY STREET,7400
2010-12,CONVOY STREET,5195
2014-03,CONVOY STREET,5691
2005-11,COPLEY DRIVE,6690
2008-10,COPLEY DRIVE,6865
2011-10,COPLEY DRIVE,9715
2014-05,COPLEY DRIVE,11306
2015-11,COPLEY DRIVE,11813
2019-12,COPLEY DRIVE,12035
2006-09,COPLEY PARK PLACE,9010
2009-09,COPLEY PARK PLACE,9365
2012-07,COPLEY PARK PLACE,10318
2016-09,COPLEY PARK PLACE,11884
2022-06,CORDOVA STREET,2486
2005-06,CORDOVA STREET,2940
2008-08,CORDOVA STREET,2000
2011-08,CORDOVA STREET,2320
2014-05,CORDOVA STREET,2146
2005-12,CORONADO AVENUE,25380
2008-12,CORONADO AVENUE,23870
2011-11,CORONADO AVENUE,26000
2014-05,CORONADO AVENUE,21245
2015-12,CORONADO AVENUE,24131
2005-12,CORONADO AVENUE,18980
2008-12,CORONADO AVENUE,17840
2011-11,CORONADO AVENUE,19700
2014-05,CORONADO AVENUE,18525
2015-12,CORONADO AVENUE,18969
2010-11,CORONADO AVENUE,14825
2014-03,CORONADO AVENUE,15520
2005-12,CORONADO AVENUE,14420
2008-12,CORONADO AVENUE,12995
2011-11,CORONADO AVENUE,12525
2014-05,CORONADO AVENUE,12304
2015-12,CORONADO AVENUE,13510
2011-06,CORONADO AVENUE,4910
2014-05,CORONADO AVENUE,3837
2010-11,CORONADO AVENUE,1600
2014-03,CORONADO AVENUE,1435
2012-09,CORONADO AVENUE,5546
2018-12,CORONADO AVENUE,23407
2006-12,CORONADO AVENUE,28650
2009-12,CORONADO AVENUE,28245
2012-11,CORONADO AVENUE,28339
2016-12,CORONADO AVENUE,27005
2006-12,CORONADO AVENUE,28390
2009-12,CORONADO AVENUE,27740
2009-12,CORONADO AVENUE,27260
2012-11,CORONADO AVENUE,27260
2016-12,CORONADO AVENUE,29497
2010-10,CORONADO AVENUE,20790
2013-11,CORONADO AVENUE,21498
2011-06,CORONADO AVENUE,27695
2014-06,CORONADO AVENUE,19715
2008-01,COTTONWOOD ROAD,3040
2011-03,COTTONWOOD ROAD,3560
2014-05,COTTONWOOD ROAD,4398
2011-07,COUNTRY CLUB DRIVE,1385
2014-06,COUNTRY CLUB DRIVE,1235
2019-01,COWLES MTN BOULEVARD,2016
2010-10,COWLES MTN BOULEVARD,1695
2013-12,COWLES MTN BOULEVARD,1513
2021-06,COWLES MTN BOULEVARD,2686
2007-05,COWLES MTN BOULEVARD,4140
2010-05,COWLES MTN BOULEVARD,3750
2013-05,COWLES MTN BOULEVARD,4201
2010-10,COWLES MTN BOULEVARD,1820
2013-12,COWLES MTN BOULEVARD,1748
2007-05,COWLES MTN BOULEVARD,2820
2010-06,COWLES MTN BOULEVARD,2930
2013-06,COWLES MTN BOULEVARD,2844
2019-01,COWLES MTN BOULEVARD,2862
2007-05,COWLES MTN BOULEVARD,2950
2010-06,COWLES MTN BOULEVARD,2965
2013-06,COWLES MTN BOULEVARD,2954
2021-06,COWLES MTN BOULEVARD,2212
2010-06,COWLEY WAY,2000
2013-10,COWLEY WAY,923
2011-08,CRANDALL DRIVE,1790
2014-05,CRANDALL DRIVE,1864
2010-10,CRAWFORD STREET,3000
2013-12,CRAWFORD STREET,2831
2010-09,CREEKVIEW DRIVE,575
2014-01,CREEKVIEW DRIVE,536
2010-09,CREEKVIEW DRIVE,1065
2019-12,CROWN POINT DRIVE,2049
2012-09,CROWN POINT DRIVE,1609
2009-05,CROWN POINT DRIVE,7845
2012-04,CROWN POINT DRIVE,4744
2015-07,CROWN POINT DRIVE,5047
2009-05,CROWN POINT DRIVE,8925
2012-04,CROWN POINT DRIVE,6895
2021-12,CROWN POINT DRIVE,8058
2016-10,CROWN POINT DRIVE,5985
2005-07,CROWN POINT DRIVE,7130
2008-09,CROWN POINT DRIVE,7250
2012-09,CROWN POINT DRIVE,8113
2015-07,CROWN POINT DRIVE,5920
2019-03,CROWN POINT DRIVE,1594
2019-12,CUMBERLAND STREET,2148
2007-01,CUMBERLAND STREET,2670
2010-01,CUMBERLAND STREET,2525
2013-01,CUMBERLAND STREET,2284
2013-11,CURLEW STREET,1307
2019-12,CURLEW STREET,1711
2010-10,CURLEW STREET,1855
2019-12,CYPRESS CANYON PARK DRIVE,2234
2010-06,CYPRESS CANYON PARK DRIVE,2685
2013-11,CYPRESS CANYON PARK DRIVE,2602
2008-02,CYPRESS CANYON PARK DRIVE,1080
2011-03,CYPRESS CANYON PARK DRIVE,1330
2019-12,CYPRESS CANYON ROAD,2798
2005-02,CYPRESS CANYON ROAD,3230
2008-03,CYPRESS CANYON ROAD,2290
2011-05,CYPRESS CANYON ROAD,3195
2018-02,CYPRESS CANYON ROAD,4208
2019-04,CYPRESS CANYON ROAD,3123
2007-11,DAGGET STREET,3200
2010-10,DAGGET STREET,2755
2014-01,DAGGET STREET,2721
2017-11,DAGGET STREET,3092
2021-12,DAGGET STREET,3463
2006-12,DAIRY MART ROAD,12520
2009-12,DAIRY MART ROAD,14665
2012-12,DAIRY MART ROAD,12653
2016-12,DAIRY MART ROAD,10791
2019-06,DAIRY MART ROAD,11295
2019-06,DAIRY MART ROAD,1559
2016-12,DAIRY MART ROAD,17353
2006-12,DAIRY MART ROAD,18940
2009-12,DAIRY MART ROAD,21655
2012-12,DAIRY MART ROAD,18764
2017-07,DAIRY MART ROAD,9789
2011-06,DAIRY MART ROAD,13030
2012-08,DAIRY MART ROAD,13823
2014-05,DAIRY MART ROAD,12697
2019-12,DAIRY MART ROAD,9608
2005-12,DAIRY MART ROAD,12590
2008-12,DAIRY MART ROAD,10185
2011-11,DAIRY MART ROAD,8985
2014-05,DAIRY MART ROAD,8404
2015-12,DAIRY MART ROAD,9991
2010-10,DAMON AVENUE,4220
2013-11,DAMON AVENUE,4062
2021-08,DAMON AVENUE,2539
2021-03,DAMON AVENUE,3156
2006-04,DANA LANDING ROAD,1148
2006-03,DATE STREET,2430
2009-04,DATE STREET,4075
2012-03,DATE STREET,4361
2015-05,DATE STREET,4271
2016-09,DAWES STREET,1812
2016-08,DAWES STREET,2101
2016-09,DAWES STREET,1299
2016-08,DAWES STREET,1554
2008-01,DECORO STREET,7470
2011-02,DECORO STREET,4290
2014-05,DECORO STREET,6098
2010-10,DEEP DELL ROAD,5500
2013-11,DEEP DELL ROAD,4305
2020-01,DEEP DELL ROAD,3185
2006-01,DEEP DELL ROAD,5080
2009-01,DEEP DELL ROAD,4910
2012-01,DEEP DELL ROAD,4965
2015-03,DEEP DELL ROAD,5688
2016-01,DEEP DELL ROAD,2673
2022-08,DEEP DELL ROAD,2349
2018-06,DEEP DELL ROAD,3097
2010-10,DEL CERRO BOULEVARD,2675
2013-10,DEL CERRO BOULEVARD,1632
2007-03,DEL CERRO BOULEVARD,2120
2010-03,DEL CERRO BOULEVARD,2440
2013-03,DEL CERRO BOULEVARD,2251
2005-05,DEL CERRO BOULEVARD,15550
2010-10,DEL CERRO BOULEVARD,8715
2013-12,DEL CERRO BOULEVARD,8571
2018-05,DEL CERRO BOULEVARD,7034
2021-12,DEL CERRO BOULEVARD,3809
2010-10,DEL CERRO BOULEVARD,3800
2013-10,DEL CERRO BOULEVARD,1968
2020-01,DEL CERRO BOULEVARD,4973
2018-11,DEL CERRO BOULEVARD,1870
2006-06,DEL MAR AVENUE,4180
2008-08,DEL MAR AVENUE,3000
2009-01,DEL MAR AVENUE,3020
2009-06,DEL MAR AVENUE,3170
2011-08,DEL MAR AVENUE,3360
2012-01,DEL MAR AVENUE,3455
2014-05,DEL MAR AVENUE,3057
2015-03,DEL MAR AVENUE,2482
2016-06,DEL MAR AVENUE,3269
2019-04,DEL MAR HEIGHTS ROAD,17625
2018-11,DEL MAR HEIGHTS ROAD,31768
2017-12,DEL MAR MESA ROAD,1764
2020-01,DEL MAR MESA ROAD,2051
2021-08,DEL MAR MESA ROAD,1459
2015-06,DEL MAR MESA ROAD,2053
2020-01,DEL MAR MESA ROAD,2314
2021-08,DEL MAR MESA ROAD,1755
2005-08,DEL MAR TRAILS ROAD,3750
2008-09,DEL MAR TRAILS ROAD,4010
2011-09,DEL MAR TRAILS ROAD,5075
2014-07,DEL MAR TRAILS ROAD,3696
2015-08,DEL MAR TRAILS ROAD,4199
2005-07,DEL SOL BOULEVARD,10370
2008-12,DEL SOL BOULEVARD,8595
2011-11,DEL SOL BOULEVARD,8105
2014-05,DEL SOL BOULEVARD,8532
2015-07,DEL SOL BOULEVARD,8592
2019-11,DEL SOL BOULEVARD,9119
2008-01,DEL SOL BOULEVARD,7660
2011-03,DEL SOL BOULEVARD,7910
2014-05,DEL SOL BOULEVARD,6725
2019-12,DEL SOL BOULEVARD,8699
2005-12,DEL SOL BOULEVARD,7920
2008-12,DEL SOL BOULEVARD,7890
2011-11,DEL SOL BOULEVARD,10040
2014-05,DEL SOL BOULEVARD,8074
2015-12,DEL SOL BOULEVARD,7676
2019-06,DEL SOL BOULEVARD,5893
2011-06,DEL SOL BOULEVARD,4110
2014-05,DEL SOL BOULEVARD,6999
2016-02,DEL SOL BOULEVARD,5247
2022-01,DEL SOL BOULEVARD,15423
2005-01,DEL SOL BOULEVARD,13510
2008-01,DEL SOL BOULEVARD,13680
2011-02,DEL SOL BOULEVARD,13725
2014-05,DEL SOL BOULEVARD,11487
2018-01,DEL SOL BOULEVARD,14639
2016-12,DEL SOL BOULEVARD,8122
2006-12,DEL SOL BOULEVARD,9850
2009-12,DEL SOL BOULEVARD,10065
2012-11,DEL SOL BOULEVARD,8790
2011-09,DEL SUR BOULEVARD,2075
2014-05,DEL SUR BOULEVARD,1651
2016-05,DEL SUR BOULEVARD,3094
2020-01,DEL SUR BOULEVARD,2913
2021-12,DEL SUR BOULEVARD,2925
2020-01,DEL SUR BOULEVARD,1756
2021-12,DEL SUR BOULEVARD,2070
2010-10,DELTA STREET,1960
2013-11,DELTA STREET,1877
2020-01,DELTA STREET,1891
2021-12,DELTA STREET,1707
2020-03,DELTA STREET,2049
2020-01,DENNERY ROAD,12975
2008-01,DENNERY ROAD,9950
2011-02,DENNERY ROAD,10575
2014-05,DENNERY ROAD,12139
2020-01,DENNERY ROAD,12287
2021-12,DENNERY ROAD,11963
2008-01,DENNERY ROAD,12960
2011-03,DENNERY ROAD,13445
2014-05,DENNERY ROAD,14495
2019-11,DENVER STREET,4944
2005-10,DENVER STREET,7240
2008-10,DENVER STREET,5890
2011-10,DENVER STREET,5520
2014-04,DENVER STREET,5445
2015-10,DENVER STREET,4696
2006-11,DENVER STREET,9460
2009-11,DENVER STREET,8985
2016-11,DENVER STREET,8204
2008-01,DENVER STREET,3120
2011-01,DENVER STREET,3450
2014-04,DENVER STREET,2986
2019-10,DERRICK DRIVE,5945
2005-10,DERRICK DRIVE,5490
2008-10,DERRICK DRIVE,5475
2011-10,DERRICK DRIVE,5085
2014-05,DERRICK DRIVE,5339
2015-10,DERRICK DRIVE,5089
2022-10,DERRICK DRIVE,6373
2008-10,DERRICK DRIVE,3360
2011-10,DERRICK DRIVE,3035
2014-05,DERRICK DRIVE,3032
2006-11,DERRICK DRIVE,6360
2009-11,DERRICK DRIVE,6825
2016-11,DERRICK DRIVE,7149
2010-10,DIAMOND STREET,3765
2013-10,DIAMOND STREET,3346
2006-07,DIAMOND STREET,3820
2009-07,DIAMOND STREET,3840
2012-06,DIAMOND STREET,4065
2015-06,DIAMOND STREET,4321
2016-07,DIAMOND STREET,3712
2022-10,DIAMOND STREET,2945
2018-04,DIANE AVENUE,1077
2018-12,DIANE AVENUE,1151
2018-12,DIANE AVENUE,5090
2005-10,DIANE AVENUE,7160
2008-11,DIANE AVENUE,6055
2011-11,DIANE AVENUE,6170
2014-05,DIANE AVENUE,5091
2015-10,DIANE AVENUE,6126
2019-10,DIANE AVENUE,6646
2010-10,DIANE AVENUE,3115
2013-11,DIANE AVENUE,3771
2011-07,DIANE AVENUE,3415
2014-05,DIANE AVENUE,3117
2010-07,DISTRIBUTION AVENUE,3185
2010-10,DISTRIBUTION AVENUE,5015
2013-10,DISTRIBUTION AVENUE,1044
2015-04,DISTRIBUTION AVENUE,2979
2020-01,DISTRIBUTION AVENUE,3206
2021-08,DISTRIBUTION AVENUE,3190
2005-01,DIVISION STREET,11350
2008-01,DIVISION STREET,13600
2011-02,DIVISION STREET,10265
2014-05,DIVISION STREET,11833
2018-01,DIVISION STREET,12355
2022-01,DIVISION STREET,10188
2008-02,DIVISION STREET,7960
2011-03,DIVISION STREET,6555
2014-05,DIVISION STREET,6647
2021-06,DIVISION STREET,825
2011-06,DIVISION STREET,15920
2014-05,DIVISION STREET,17812
2005-01,DIVISION STREET,11860
2008-02,DIVISION STREET,9340
2011-03,DIVISION STREET,11225
2014-05,DIVISION STREET,12920
2018-01,DIVISION STREET,10890
2022-01,DIVISION STREET,10774
2011-06,DIVISION STREET,5265
2014-05,DIVISION STREET,5579
2021-03,DOLIVA DRIVE,2868
2021-12,DOLIVA DRIVE,1915
2008-01,DOLIVA DRIVE,2600
2011-01,DOLIVA DRIVE,2870
2014-05,DOLIVA DRIVE,2809
2005-02,DORIANA STREET,3100
2008-02,DORIANA STREET,1720
2011-03,DORIANA STREET,845
2014-05,DORIANA STREET,1684
2018-02,DORIANA STREET,2740
2022-02,DORIANA STREET,935
2018-12,DOWDY DRIVE,10058
2007-10,DOWDY DRIVE,9530
2010-09,DOWDY DRIVE,7650
2014-01,DOWDY DRIVE,7911
2017-10,DOWDY DRIVE,8549
2021-11,DOWDY DRIVE,7735
2007-02,DUENDA ROAD,4120
2010-02,DUENDA ROAD,3905
2013-01,DUENDA ROAD,3428
2016-09,DUENDA ROAD,4754
2017-02,DUENDA ROAD,4256
2012-08,DUENDA ROAD,4520
2011-02,DUSK DRIVE,2700
2014-05,DUSK DRIVE,3377
2020-02,DUSK DRIVE,2713
2021-12,DUSK DRIVE,2798
2006-10,E STREET,3870
2009-10,E STREET,2335
2016-10,E STREET,2133
2009-03,E STREET,3090
2012-02,E STREET,3075
2015-04,E STREET,2680
2010-10,E STREET,3210
2013-12,E STREET,2133
2006-10,E STREET,4220
2009-10,E STREET,3260
2016-10,E STREET,3547
2006-10,E STREET,4110
2009-10,E STREET,5920
2016-10,E STREET,4378
2007-02,EASTBOURNE ROAD,2690
2010-03,EASTBOURNE ROAD,4405
2013-02,EASTBOURNE ROAD,1934
2017-03,EASTBOURNE ROAD,5213
2015-11,EASTGATE MALL,15017
2005-11,EASTGATE MALL,15950
2008-10,EASTGATE MALL,15920
2011-10,EASTGATE MALL,15030
2014-05,EASTGATE MALL,13459
2019-12,EASTGATE MALL,14951
2010-04,EASTGATE MALL,13580
2013-03,EASTGATE MALL,12474
2020-03,EASTGATE MALL,16385
2010-11,EASTGATE MALL,7945
2014-03,EASTGATE MALL,11496
2019-11,EASTGATE MALL,5829
2005-10,EASTGATE MALL,5100
2008-10,EASTGATE MALL,5200
2011-10,EASTGATE MALL,5135
2014-05,EASTGATE MALL,4304
2015-10,EASTGATE MALL,4923
2018-12,EASTGATE MALL,12019
2006-06,EBERS STREET,8160
2008-08,EBERS STREET,6380
2009-06,EBERS STREET,7285
2011-08,EBERS STREET,7720
2012-05,EBERS STREET,8316
2014-05,EBERS STREET,5064
2015-06,EBERS STREET,5362
2016-06,EBERS STREET,7894
2005-06,EBERS STREET,9840
2008-08,EBERS STREET,8490
2012-08,EBERS STREET,8436
2008-01,ECKSTROM AVENUE,8050
2011-02,ECKSTROM AVENUE,9685
2014-05,ECKSTROM AVENUE,7333
2020-02,ECKSTROM AVENUE,4066
2021-12,ECKSTROM AVENUE,3814
2019-12,ECKSTROM AVENUE,5227
2009-03,EL CAJON BOULEVARD,35515
2012-02,EL CAJON BOULEVARD,36160
2015-04,EL CAJON BOULEVARD,32637
2009-03,EL CAJON BOULEVARD,38915
2012-02,EL CAJON BOULEVARD,37890
2015-04,EL CAJON BOULEVARD,34962
2010-03,EL CAJON BOULEVARD,28115
2013-03,EL CAJON BOULEVARD,27829
